,ambition1,confidence1,patience1,kindness1,creativity1,resposibility1,optimism1,courage1,modesty1,perseverance1,ambition2,confidence2,patience2,kindness2,creativity2,resposibility2,optimism2,courage2,modesty2,perseverance2,match
329,0.91,0.97,0.8,0.04,0.53,0.58,0.64,0.27,0.82,0.05,0.3,0.04,0.9,0.89,0.82,0.31,0.56,0.37,0.3,0.98,0
330,0.7,0.93,0.24,0.99,0.85,0.36,0.5,0.51,0.89,0.11,0.36,0.22,0.42,0.25,0.31,0.94,0.96,0.95,0.2,0.57,0
331,0.89,0.86,0.26,0.99,0.19,0.84,0.29,0.29,0.02,0.19,0.27,0.89,0.85,0.2,0.13,0.2,0.41,0.07,0.52,0.06,0
332,0.95,0.54,0.45,0.69,0.0,0.94,0.73,0.79,0.15,0.14,0.72,0.8,0.64,0.23,0.49,0.32,0.41,0.45,0.82,0.52,1
333,0.66,0.96,0.53,0.37,0.64,0.69,0.56,0.59,0.42,0.62,0.34,0.51,0.14,0.42,0.21,0.46,0.95,0.42,0.09,0.59,1
334,0.62,0.87,0.26,0.56,0.0,0.89,0.14,0.37,0.27,0.07,0.6,0.21,0.9,0.46,0.11,0.62,0.34,0.93,0.3,0.68,0
335,0.91,0.85,0.8,0.02,0.03,0.98,0.42,0.92,0.18,0.65,0.0,0.57,0.78,0.47,0.31,0.01,0.1,0.84,0.72,0.31,0
336,0.39,0.74,0.17,0.12,0.32,0.39,0.96,0.74,0.57,0.55,0.17,0.0,0.84,0.25,0.53,0.0,0.16,0.53,0.74,0.82,0
337,0.61,0.1,0.36,0.23,0.31,0.89,0.22,0.63,0.64,0.88,0.33,0.13,0.48,0.81,0.24,0.95,0.08,0.88,0.75,0.13,1
338,0.97,0.28,0.4,0.23,0.32,0.39,0.76,0.07,0.35,0.24,0.56,0.46,0.33,0.66,0.49,0.15,0.72,0.64,0.56,0.33,1
339,0.79,0.54,0.53,0.34,0.81,0.77,0.76,0.29,0.42,0.65,0.61,0.67,0.66,0.92,0.84,0.93,0.54,0.37,0.61,0.12,1
340,0.84,0.15,0.68,0.33,0.68,0.92,0.28,0.07,0.28,0.82,0.14,0.35,0.93,0.48,0.65,0.94,0.5,0.95,0.28,0.01,0
341,0.61,0.03,0.65,0.67,0.1,0.17,0.87,0.57,0.19,0.38,0.19,0.7,0.92,0.98,0.33,0.61,0.63,0.08,0.93,0.53,1
342,0.25,0.85,0.93,0.05,0.67,0.19,0.54,0.88,0.77,0.18,0.03,0.03,0.84,0.54,0.06,0.76,0.06,0.07,0.6,0.9,0
343,0.23,0.99,0.04,0.41,0.69,0.82,0.36,0.32,0.18,0.03,0.21,0.78,0.12,0.94,0.28,0.38,0.0,0.53,0.53,0.79,1
344,0.67,0.98,0.05,0.58,0.27,0.14,0.54,0.87,0.01,0.27,0.1,0.85,0.32,0.24,0.0,0.16,0.56,0.93,0.99,0.87,0
345,0.42,0.08,0.75,0.83,0.56,0.65,0.64,0.01,0.03,0.33,0.3,0.68,0.17,0.95,0.07,0.9,0.73,0.09,0.84,0.15,0
346,0.94,0.47,0.15,0.25,0.59,0.97,0.17,0.62,0.54,0.7,0.19,0.2,0.46,0.16,0.2,0.21,0.78,0.43,0.62,0.8,0
347,0.41,0.0,0.13,0.3,0.52,0.84,0.01,0.31,0.23,0.37,0.2,0.55,0.51,0.81,0.97,0.78,0.43,0.95,0.98,0.97,0
348,0.86,0.14,0.65,0.95,0.82,0.75,0.79,0.93,0.2,0.15,0.78,0.36,0.26,0.72,0.22,0.9,0.22,0.17,0.13,0.66,0
349,0.9,0.48,0.35,0.26,0.54,0.63,0.14,0.21,0.17,0.03,0.85,0.49,0.66,0.17,0.3,0.58,0.08,0.93,0.3,0.59,1
350,0.38,0.13,0.88,0.06,0.06,0.52,0.49,0.39,0.66,0.22,0.0,0.89,0.69,0.89,0.93,0.32,0.68,0.93,0.03,0.0,0
351,0.8,0.81,0.48,0.41,0.08,0.92,0.71,0.09,0.78,0.76,0.61,0.03,0.69,0.21,0.42,0.75,0.51,0.01,0.53,0.04,1
352,0.73,0.83,0.77,0.8,0.66,0.21,0.19,0.51,0.4,0.35,0.2,0.05,0.72,0.0,0.72,0.89,0.43,0.41,0.28,0.05,0
353,0.74,0.29,0.15,0.55,0.84,0.31,0.36,0.12,0.31,0.35,0.23,0.55,0.03,0.08,0.25,0.24,0.55,0.58,0.07,0.06,1
354,0.35,0.08,0.67,0.13,0.59,0.1,0.98,0.08,0.27,0.15,0.1,0.13,0.83,0.44,0.34,0.84,0.58,0.79,0.36,0.87,0
355,0.85,0.75,0.48,0.92,0.36,0.74,0.21,0.69,0.35,0.15,0.59,0.54,0.95,0.94,0.84,0.04,0.59,0.73,0.83,0.94,1
356,0.65,0.83,0.07,0.64,0.01,1.0,0.55,0.57,0.46,1.0,0.26,0.31,0.31,0.04,0.24,0.88,0.72,0.13,0.03,0.41,0
357,0.74,0.37,0.37,0.26,0.79,0.34,0.99,0.91,1.0,0.99,0.66,0.23,0.38,0.43,0.8,0.81,0.91,0.98,0.72,0.32,1
358,0.03,0.69,0.12,0.37,0.58,0.03,0.46,0.21,0.95,0.14,0.01,0.81,0.88,0.42,0.05,0.6,0.94,0.65,0.75,0.97,0
359,0.82,0.5,0.62,0.66,0.2,0.12,0.66,0.3,0.01,0.8,0.81,0.56,0.47,0.47,0.84,0.09,0.48,0.52,0.19,0.24,1
360,0.37,0.02,0.36,0.29,0.3,0.34,0.05,0.93,1.0,0.33,0.23,0.11,0.92,0.46,0.32,0.42,0.18,0.47,0.17,0.37,1
361,0.97,0.21,0.19,0.57,0.71,0.74,0.55,0.38,0.6,0.71,0.65,0.54,0.4,0.84,0.28,0.23,0.95,0.37,0.07,0.88,1
362,0.76,0.55,0.34,0.01,0.11,0.98,0.93,0.29,0.22,0.33,0.2,0.41,0.69,0.96,0.65,0.82,0.49,0.97,0.65,0.89,0
363,0.52,0.75,0.58,0.92,0.03,0.74,0.07,0.71,0.58,0.52,0.36,0.57,0.34,0.89,0.85,0.75,0.36,0.05,0.44,0.8,1
364,0.73,0.84,0.25,0.25,0.79,0.63,0.74,0.81,0.83,0.94,0.22,0.85,0.3,0.77,0.25,0.43,0.22,0.22,0.72,0.01,0
365,0.94,0.93,0.24,0.4,0.21,0.09,0.14,0.86,0.99,0.16,0.75,0.74,0.22,0.6,0.53,0.27,0.68,0.68,0.77,0.15,1
366,0.18,0.31,0.97,0.11,0.68,0.67,0.12,0.41,0.28,0.29,0.09,0.85,0.94,0.0,0.41,0.82,0.48,0.14,0.36,0.3,1
367,1.0,0.77,0.25,0.18,0.11,0.31,0.62,0.61,0.65,0.44,0.57,0.57,0.18,0.33,0.98,0.59,0.37,0.38,0.59,0.43,1
368,0.41,0.57,0.03,0.54,0.96,0.44,0.39,0.66,0.09,0.03,0.37,0.21,0.92,0.19,0.51,0.13,0.32,0.74,0.75,0.39,1
369,0.94,0.47,0.75,0.47,0.84,0.41,0.84,0.24,0.15,0.5,0.3,0.23,0.16,0.16,0.19,0.28,0.03,0.46,0.62,0.55,0
370,0.69,0.14,0.87,0.69,0.87,0.21,0.43,0.31,0.67,0.11,0.06,0.32,0.85,0.84,0.85,0.07,0.65,1.0,0.86,0.41,1
371,0.31,0.01,0.37,0.87,0.6,0.39,0.29,0.87,0.36,0.27,0.23,0.32,0.66,0.11,0.67,0.95,0.81,0.1,0.75,0.31,0
372,0.63,0.66,0.69,0.04,0.06,0.99,0.1,0.75,0.11,0.72,0.38,0.84,0.54,0.13,0.1,0.91,0.84,0.75,0.16,0.16,1
373,0.96,0.63,0.74,0.91,0.47,0.63,0.68,1.0,0.7,0.28,0.69,0.53,0.99,0.12,0.83,0.33,0.4,0.98,0.49,0.88,1
374,0.88,0.31,0.95,0.14,0.22,0.15,0.79,0.07,0.95,0.36,0.33,0.06,0.8,0.28,0.11,0.28,0.65,0.38,0.94,0.5,1
375,0.94,0.28,0.86,0.96,0.91,0.64,0.68,0.31,0.28,0.66,0.2,0.57,0.26,0.93,0.99,0.11,0.41,0.22,0.45,0.06,0
376,0.8,0.29,0.61,0.86,0.96,0.94,0.51,0.81,0.62,0.94,0.8,0.29,0.99,0.47,0.01,0.91,0.51,0.04,0.58,0.46,1
377,0.77,0.9,0.05,0.9,0.12,0.94,0.13,0.0,0.42,0.41,0.28,0.58,0.53,0.82,0.12,0.15,0.58,0.77,0.64,0.64,1
378,0.75,0.57,0.12,0.93,0.89,0.65,0.5,0.92,0.72,0.68,0.11,0.47,0.97,0.76,0.6,0.69,0.52,0.96,0.06,0.5,0
379,0.63,0.44,0.84,0.8,0.81,0.29,0.8,0.62,0.17,0.61,0.1,0.44,0.93,0.29,0.05,0.38,0.68,0.13,0.49,0.81,0
380,0.83,0.24,0.2,0.37,0.41,0.64,0.15,0.28,0.12,0.84,0.73,0.82,0.3,0.59,0.84,0.17,0.38,0.42,0.36,0.62,1
381,0.61,0.34,0.96,0.83,0.32,0.42,0.88,0.25,0.72,0.62,0.43,0.44,0.32,0.27,0.89,0.14,0.26,0.36,0.03,0.56,0
382,0.92,0.85,0.96,0.9,0.29,0.53,0.86,0.96,0.08,0.45,0.11,0.06,0.16,0.48,0.56,0.72,0.98,0.81,0.05,0.23,0
383,0.6,0.45,0.29,0.28,0.2,0.35,0.09,0.83,0.59,0.94,0.38,0.72,0.26,0.38,0.95,0.54,0.48,0.93,0.12,0.41,1
384,0.43,0.08,0.18,0.87,0.27,0.8,0.49,0.33,0.11,0.17,0.0,0.36,1.0,0.49,0.84,0.04,0.94,0.79,0.95,0.53,0
385,0.5,0.34,0.24,0.72,0.92,0.46,0.44,0.73,0.02,0.49,0.01,0.0,0.03,0.6,0.51,0.88,0.89,0.53,0.28,0.4,1
386,0.25,0.63,0.55,0.62,0.2,0.04,0.48,0.04,0.65,0.63,0.0,0.2,0.03,0.69,0.77,0.91,0.92,0.9,0.36,0.44,0
387,0.39,0.42,0.08,0.29,0.54,0.77,0.81,0.66,0.79,0.14,0.24,0.7,0.15,0.37,0.96,0.2,0.71,0.24,0.43,0.22,1
388,0.39,0.23,0.35,0.45,0.15,0.05,0.38,0.06,0.9,0.55,0.02,0.47,0.0,0.23,0.46,0.05,0.18,0.71,0.4,0.6,1
389,0.74,0.58,0.46,0.32,0.28,0.6,0.11,0.63,0.76,0.34,0.47,0.6,0.3,0.23,0.76,0.99,0.62,0.2,0.62,0.84,1
390,0.95,0.49,0.05,0.75,0.68,0.29,0.48,0.33,0.51,0.61,0.6,1.0,0.92,0.67,0.98,0.1,0.24,0.68,0.67,0.48,1
391,0.39,0.9,0.47,1.0,0.41,0.17,0.7,0.57,0.91,0.81,0.21,0.65,0.18,0.65,0.73,0.67,0.91,0.27,0.55,0.09,1
392,0.53,0.89,0.99,0.73,0.6,0.59,0.6,0.54,0.27,0.97,0.3,0.09,0.22,0.86,0.28,0.84,0.36,0.13,0.63,0.69,1
393,0.96,0.54,0.55,0.14,0.22,0.92,0.43,0.71,0.18,0.27,0.6,0.81,0.6,0.83,0.02,0.09,0.42,0.52,0.51,0.35,1
394,0.88,0.23,0.47,0.84,0.33,0.33,0.86,0.43,0.86,0.17,0.4,0.03,0.75,0.93,0.09,0.49,0.53,0.4,0.86,0.05,1
395,0.65,0.39,0.72,0.64,0.89,0.29,0.03,0.4,0.93,0.56,0.26,0.55,0.35,0.36,0.8,0.86,0.69,0.35,0.63,0.46,1
396,0.96,0.38,0.84,0.92,0.8,0.18,0.36,0.19,0.14,0.13,0.44,0.46,0.61,0.45,0.19,0.09,0.53,0.52,0.69,0.47,0
397,0.34,0.78,0.33,0.22,0.53,0.96,0.45,0.63,0.94,0.46,0.06,0.39,0.29,0.05,0.5,0.29,0.78,0.1,0.41,0.08,0
398,0.8,0.52,0.08,0.96,0.91,0.6,0.15,0.3,0.74,0.12,0.32,0.11,0.78,0.6,0.03,0.67,0.39,0.81,0.26,0.84,0
399,0.68,0.29,0.58,0.51,0.48,0.04,0.66,0.57,0.54,0.9,0.08,0.66,0.81,0.71,0.9,0.68,0.94,0.44,0.74,0.58,1
400,0.38,0.58,1.0,0.82,0.22,0.1,0.08,0.72,0.31,0.1,0.14,0.53,0.21,0.16,0.68,0.0,0.8,0.05,0.09,0.39,0
401,0.25,0.16,0.54,0.27,0.46,0.32,0.44,0.95,0.23,0.08,0.23,0.08,0.01,0.42,0.28,0.8,0.79,0.72,0.25,0.48,1
402,0.23,0.94,1.0,0.5,0.57,0.49,0.58,0.47,0.69,0.54,0.17,0.8,0.2,0.87,0.3,0.16,0.6,0.26,0.54,0.32,1
403,0.82,0.25,0.55,0.46,0.7,0.11,0.21,0.42,0.02,0.2,0.51,0.38,0.94,0.96,0.76,0.68,0.67,0.76,0.77,0.4,1
404,0.56,0.13,0.82,0.97,0.71,0.66,0.92,0.24,0.74,0.81,0.35,0.91,0.96,0.88,0.04,0.43,0.25,0.41,0.78,0.36,0
405,0.95,0.99,0.17,0.85,0.41,0.01,0.11,0.85,0.95,0.36,0.57,0.69,0.13,0.07,0.35,0.7,1.0,0.0,0.89,0.97,0
406,0.88,0.8,0.54,0.16,0.92,0.73,0.77,0.15,0.59,0.71,0.74,0.14,0.61,0.16,0.64,0.79,0.59,0.27,0.78,0.03,1
407,0.88,0.6,0.95,0.2,0.8,0.79,0.81,0.65,0.06,0.91,0.17,0.61,0.17,0.49,0.35,0.56,0.97,0.69,0.96,0.36,0
408,0.84,0.3,0.17,0.17,0.85,0.33,0.37,0.02,0.02,0.36,0.11,0.29,0.75,0.78,0.26,0.35,0.81,0.32,0.11,0.2,0
409,0.82,0.57,0.4,0.56,0.91,0.2,0.9,0.06,0.95,0.96,0.61,0.95,0.45,0.53,0.04,0.22,0.0,0.86,0.66,0.9,0
410,0.54,0.88,0.87,0.24,0.64,0.84,0.64,0.05,0.14,0.68,0.29,0.54,0.26,0.95,0.5,0.87,0.59,0.44,0.06,0.47,1
411,0.43,0.74,0.61,0.34,0.12,0.89,0.83,0.41,0.81,0.07,0.24,0.72,0.4,0.28,0.96,0.16,0.12,0.0,0.99,0.33,0
412,0.61,0.14,0.84,0.19,0.23,0.61,0.34,0.07,0.38,0.58,0.0,0.07,0.08,0.15,0.5,0.77,0.77,0.76,0.39,0.49,0
413,1.0,0.03,0.86,0.99,0.2,0.66,0.25,0.51,0.79,0.87,0.8,0.78,0.84,0.59,0.41,0.7,0.27,0.08,0.93,0.85,1
414,0.96,0.48,0.23,0.15,0.05,0.29,0.52,0.58,0.35,0.25,0.27,0.04,0.27,0.18,0.15,0.09,0.83,0.62,0.6,0.41,1
415,0.54,0.92,0.15,0.92,0.87,0.58,0.38,0.47,0.15,0.79,0.39,0.23,0.13,0.83,0.67,0.14,0.21,0.33,0.42,0.41,1
416,0.73,0.12,0.39,0.24,0.79,0.37,0.33,0.61,0.33,0.53,0.28,0.27,0.21,0.77,0.22,0.67,0.87,0.16,0.85,0.75,0
417,0.33,0.71,0.34,0.97,0.31,0.65,0.16,0.43,0.4,0.54,0.19,0.17,0.92,0.12,0.23,0.51,0.19,0.43,0.86,0.48,0
418,0.38,0.74,0.65,0.78,0.18,0.05,0.9,0.95,0.6,0.08,0.32,0.11,0.04,0.74,0.83,0.8,0.57,0.88,0.3,0.26,0
419,0.71,0.5,0.82,0.3,0.99,0.7,0.98,0.17,0.49,0.73,0.46,0.91,0.42,0.23,0.51,0.01,0.25,0.58,0.23,0.06,0
420,0.76,0.88,0.33,0.18,0.59,0.21,0.18,0.22,0.21,0.83,0.46,0.44,0.13,0.43,0.88,0.35,0.48,0.88,0.22,0.18,1
421,0.68,0.03,0.54,0.83,0.66,0.5,0.73,0.16,0.38,0.38,0.28,0.07,0.88,0.43,0.81,0.38,0.61,0.12,0.63,0.31,1
422,0.64,0.69,0.26,0.6,0.42,0.7,0.06,0.62,0.02,0.99,0.32,0.78,0.44,0.83,0.41,0.99,0.6,0.0,0.72,0.2,0
423,0.67,0.38,0.46,0.42,0.19,0.57,0.28,0.27,0.4,0.11,0.11,0.47,0.67,0.37,0.21,0.7,0.31,0.15,0.05,0.41,1
424,0.19,0.07,0.51,0.87,0.64,0.92,0.18,0.83,0.03,0.83,0.03,0.53,0.21,0.89,0.13,0.73,0.14,0.2,0.1,0.69,1
425,0.81,0.9,0.62,0.29,0.94,0.96,0.43,0.09,0.01,0.7,0.08,0.41,0.92,0.01,0.69,0.44,0.78,0.44,0.1,0.28,1
426,0.99,0.24,0.87,0.63,0.0,0.39,0.98,0.25,0.05,0.64,0.13,0.29,0.61,0.54,0.5,0.14,0.54,0.69,0.87,0.85,1
427,0.93,0.25,0.2,0.56,0.2,0.7,0.0,0.1,0.45,0.99,0.31,0.59,0.63,0.66,0.87,0.79,0.43,0.7,0.37,0.42,0
428,0.65,0.46,0.08,0.45,0.63,0.78,0.4,0.82,0.02,0.47,0.35,0.72,0.92,0.44,0.84,0.42,0.61,0.71,0.78,0.64,1
429,0.33,0.24,0.27,0.02,0.51,0.85,0.61,0.95,0.28,0.08,0.31,0.9,0.13,0.81,0.44,0.9,0.84,0.41,0.1,0.89,0
430,0.38,0.54,0.76,0.78,0.63,0.91,0.85,0.54,0.26,0.01,0.03,0.95,0.42,0.24,0.98,0.08,0.52,0.22,0.21,0.97,0
431,0.88,0.13,0.89,0.62,0.8,0.59,0.2,0.4,0.51,0.77,0.56,0.48,0.73,0.14,0.9,0.59,0.44,0.6,0.25,0.5,1
432,0.83,0.31,0.69,0.49,0.31,0.09,1.0,0.29,0.98,0.34,0.1,0.91,0.58,0.95,0.48,0.48,0.06,0.92,0.58,0.34,0
433,0.54,0.74,0.57,0.23,0.62,0.69,0.67,0.97,0.16,0.67,0.54,0.58,0.72,0.38,0.55,0.43,0.15,0.02,0.34,0.13,0
434,0.58,0.4,0.16,0.22,0.04,0.24,0.68,0.87,0.94,0.64,0.54,0.26,0.59,0.77,0.11,0.58,0.04,0.53,0.5,0.99,1
435,0.73,0.97,0.78,0.83,0.07,0.68,0.1,0.66,0.37,0.86,0.01,0.05,0.86,0.97,0.39,0.83,0.4,0.2,0.41,0.84,1
436,0.59,0.86,0.04,0.14,0.93,0.27,0.59,0.72,0.91,0.29,0.25,0.36,0.09,0.67,0.23,0.07,0.6,0.48,0.11,0.18,0
437,0.61,0.77,0.21,0.56,0.64,0.3,0.3,0.54,0.91,0.98,0.49,0.74,0.07,0.2,0.07,0.16,0.48,0.07,0.47,0.47,1
438,0.88,0.28,0.0,0.01,0.55,0.54,0.14,0.56,0.97,0.43,0.36,0.76,0.38,0.78,0.79,0.94,0.31,0.89,0.4,0.83,0
439,0.23,0.9,0.2,0.45,0.13,0.03,0.24,0.03,0.44,0.55,0.06,0.78,0.44,0.34,0.69,0.43,0.25,0.14,0.51,0.92,1
440,0.82,0.92,0.1,0.34,0.12,0.96,0.78,0.36,0.0,0.52,0.11,0.17,0.41,0.94,0.44,0.42,0.6,0.7,0.42,0.91,0
441,0.93,0.95,0.34,0.53,0.6,0.89,0.26,0.01,0.74,0.45,0.6,0.67,0.29,0.02,0.03,0.81,0.32,0.39,0.66,0.05,1
442,0.86,0.02,0.58,0.98,0.75,0.93,0.89,0.19,0.25,0.52,0.35,0.03,0.13,0.84,0.72,0.43,0.26,0.67,0.56,0.54,1
443,0.3,0.96,1.0,0.71,0.6,0.88,0.23,0.94,0.4,0.45,0.09,0.68,0.76,0.65,0.09,0.86,0.05,0.25,0.56,0.02,1
444,0.07,0.57,0.55,0.6,0.58,0.39,0.75,0.52,0.51,0.97,0.0,0.15,0.33,0.0,0.27,0.29,0.88,0.61,0.53,0.57,1
445,0.7,0.44,0.41,0.83,0.54,0.29,0.5,0.79,0.65,0.85,0.39,0.08,0.59,0.63,0.29,0.26,0.57,0.7,0.41,0.01,1
446,0.69,0.3,0.01,0.53,0.85,0.16,0.88,0.02,0.8,0.93,0.16,0.52,0.72,0.98,0.65,0.88,0.4,0.56,0.64,0.57,0
447,0.32,0.51,0.41,0.29,0.33,0.28,0.06,0.05,0.63,0.86,0.13,0.16,0.66,0.63,0.24,0.5,0.3,0.51,0.49,0.69,1
448,0.98,0.62,0.37,0.82,0.33,0.44,0.79,0.5,0.98,0.73,0.46,0.88,0.45,0.35,0.31,0.9,0.24,0.14,0.73,0.09,0
449,0.8,0.27,0.81,0.79,0.62,0.42,0.87,0.89,0.4,0.28,0.06,0.9,0.89,0.82,0.35,0.8,0.18,0.45,0.43,0.19,0
450,0.76,0.4,0.45,0.35,0.59,0.79,0.45,0.02,0.21,0.65,0.5,0.61,0.29,0.79,0.9,0.94,0.67,0.49,0.15,0.29,1
451,0.88,0.53,0.75,0.32,0.76,0.72,0.14,0.49,0.26,0.73,0.47,0.45,0.4,0.99,0.22,0.11,0.55,0.55,0.48,0.3,0
452,0.73,0.87,0.26,0.9,0.69,0.22,0.22,0.31,0.62,0.34,0.4,0.88,0.12,0.36,0.65,0.28,0.47,0.76,0.93,0.33,1
453,0.85,0.42,0.71,0.29,0.84,0.73,0.54,0.56,0.04,0.29,0.69,0.33,0.24,0.53,0.47,0.1,0.37,0.02,0.81,0.37,0
454,0.57,0.79,0.41,0.9,0.75,0.31,0.28,0.3,0.68,0.28,0.42,0.83,0.76,0.38,0.12,0.35,0.32,0.24,0.07,0.34,0
455,0.9,0.43,0.62,0.2,0.33,0.63,0.98,0.19,0.25,0.61,0.15,0.44,0.71,0.72,0.66,0.6,0.35,0.13,0.77,0.42,0
456,0.18,0.79,0.56,0.72,0.86,0.27,0.95,0.0,0.28,0.31,0.15,0.09,0.2,0.62,0.44,0.27,0.23,0.93,0.15,0.0,0
457,0.91,0.34,0.16,0.26,0.57,0.66,0.11,0.66,0.9,0.45,0.88,0.22,0.01,0.42,0.37,0.77,0.26,0.56,0.66,0.48,1
458,0.43,0.86,0.34,0.74,0.21,0.57,0.15,0.59,0.87,0.3,0.33,1.0,0.97,0.64,0.17,0.12,0.99,0.37,0.38,0.56,1
459,0.82,0.06,0.66,0.88,0.83,0.57,0.88,0.96,0.76,0.13,0.43,0.82,0.85,0.39,0.44,0.55,0.31,0.91,0.15,0.14,0
460,0.33,0.1,0.54,0.55,0.69,0.98,0.96,0.3,0.47,0.92,0.22,0.03,0.85,0.03,0.77,0.56,0.93,0.06,0.94,0.8,1
461,0.93,0.43,0.72,0.22,0.31,0.27,0.62,0.15,0.95,0.5,0.77,0.97,0.74,0.67,0.12,0.12,0.88,0.18,0.65,0.12,1
462,0.12,0.56,0.89,0.79,0.5,0.21,0.73,0.07,0.62,0.33,0.02,0.67,0.64,0.92,0.8,0.72,0.78,0.74,0.03,0.72,0
463,0.84,0.13,0.33,0.04,0.35,0.27,0.94,0.09,0.36,0.62,0.59,0.59,0.84,0.67,0.78,0.79,0.99,0.78,0.18,0.62,0
464,0.67,0.73,0.8,0.05,0.21,0.15,0.6,0.86,0.41,0.62,0.29,0.95,0.31,0.91,0.2,0.58,0.81,0.75,0.05,0.47,1
465,0.81,0.12,0.09,0.39,0.59,0.85,0.93,0.27,0.52,0.26,0.38,0.15,0.01,0.54,0.37,0.26,0.5,0.2,0.86,0.91,1
466,0.64,0.12,0.66,0.94,0.77,0.52,0.11,0.25,0.88,0.2,0.48,0.55,0.94,0.13,0.79,0.21,0.41,0.54,0.8,0.61,1
467,0.91,0.18,0.01,0.02,0.15,0.86,0.49,0.56,0.69,0.24,0.89,0.06,0.43,0.99,0.64,0.37,0.02,0.8,0.66,0.95,1
468,0.75,0.62,0.64,0.95,0.6,0.18,0.33,0.6,0.28,0.1,0.51,0.93,0.45,0.37,0.7,0.83,0.3,0.54,0.22,0.91,0
469,0.7,0.01,0.55,0.65,0.39,0.05,0.59,0.13,0.81,0.12,0.4,0.25,0.63,0.57,0.32,0.32,0.26,0.64,0.06,0.41,1
470,0.88,0.81,0.33,0.47,0.32,0.34,0.3,0.09,0.5,0.41,0.5,0.05,0.16,0.56,0.71,0.05,0.99,0.86,0.36,0.4,0
471,0.35,0.81,0.29,0.53,0.6,0.66,0.78,0.74,0.7,0.56,0.07,0.06,0.66,0.07,0.85,0.98,0.29,0.94,0.29,0.42,1
472,0.74,0.45,0.95,0.39,0.28,0.96,0.09,0.18,0.14,0.2,0.67,0.25,0.07,0.11,0.15,0.46,0.09,0.36,0.87,0.91,0
473,0.62,0.34,0.85,0.18,0.52,0.31,0.63,0.17,0.68,0.04,0.46,0.89,0.99,0.63,0.43,0.01,0.68,0.13,0.15,0.85,0
474,0.83,0.45,1.0,0.03,0.65,0.26,0.99,0.3,0.51,0.06,0.39,0.42,0.66,0.23,0.9,0.25,0.24,0.08,1.0,0.69,1
475,0.45,0.63,0.52,0.25,0.49,0.4,0.17,0.71,0.3,0.6,0.05,0.05,0.55,0.92,0.02,0.67,0.34,0.23,0.45,0.08,0
476,0.94,0.17,0.86,0.3,0.87,0.11,0.85,0.76,0.83,0.34,0.71,0.46,0.09,0.2,0.25,0.82,0.94,0.5,0.4,0.79,0
477,0.78,0.53,0.9,0.88,0.3,0.44,0.23,0.21,0.97,0.2,0.61,0.16,0.25,0.67,0.5,0.15,0.42,0.08,0.13,0.06,1
478,0.67,1.0,0.94,0.44,0.36,0.46,0.51,0.79,0.01,0.21,0.11,0.81,0.64,0.74,0.4,0.16,0.47,0.55,0.14,0.66,1
479,0.52,0.89,0.21,0.8,0.9,0.42,0.57,0.11,0.99,0.95,0.5,0.69,0.88,0.27,0.6,0.41,0.98,0.21,0.16,0.35,0
480,0.19,0.55,0.22,0.2,0.35,0.22,0.44,0.55,0.13,0.64,0.02,0.35,0.2,0.53,0.22,0.59,0.94,0.55,0.6,0.98,1
481,0.62,0.34,0.55,0.41,0.35,0.6,0.16,0.69,0.94,0.3,0.46,0.97,0.83,0.77,0.82,0.7,0.53,0.87,0.59,0.24,1
482,0.47,0.46,0.15,0.76,0.53,0.71,0.0,0.43,0.99,0.33,0.32,0.23,0.77,0.93,0.02,0.04,0.84,0.7,0.07,0.91,0
483,0.62,0.49,0.78,0.99,0.17,0.88,0.77,0.63,0.9,0.73,0.49,0.95,0.28,0.6,0.34,0.08,0.74,0.93,0.52,0.18,1
484,0.35,0.53,0.28,0.47,0.63,0.31,0.84,0.29,0.19,0.11,0.33,0.44,0.11,0.26,0.98,0.53,0.02,0.85,0.55,0.3,1
485,0.88,0.47,0.72,0.97,0.55,0.18,0.2,0.2,0.1,0.57,0.33,0.31,0.4,0.06,0.04,0.1,0.31,0.06,0.99,0.12,0
486,0.39,0.49,0.95,0.75,0.28,0.62,0.19,0.43,0.9,0.99,0.14,0.17,0.1,0.18,0.74,0.99,0.63,0.35,0.04,0.92,0
487,0.34,0.1,0.0,0.71,0.28,0.12,0.49,1.0,0.32,0.91,0.22,0.21,0.72,0.67,0.04,0.54,0.27,0.83,0.19,0.64,1
488,0.33,0.58,0.85,0.1,0.22,0.48,0.79,0.77,0.59,0.08,0.05,0.19,0.33,0.52,0.31,0.82,0.27,0.78,0.95,0.3,1
489,0.67,0.78,0.97,0.01,0.97,0.03,0.14,0.93,0.69,0.54,0.53,0.61,0.23,0.86,0.5,0.03,0.88,0.41,0.39,0.89,0
490,0.46,0.08,0.31,0.39,0.44,0.74,0.56,0.5,0.4,0.62,0.2,0.08,0.22,0.87,0.29,0.44,0.91,0.21,0.0,0.54,1
491,0.67,0.08,0.1,0.25,0.21,0.08,0.58,0.01,0.43,0.58,0.44,0.59,0.55,0.49,0.65,0.56,0.89,0.31,0.4,0.96,1
492,0.13,0.37,0.24,0.78,0.46,0.71,0.35,0.6,0.51,0.9,0.07,0.41,0.65,0.83,0.81,0.08,0.0,0.43,0.73,0.84,1
493,0.69,0.15,0.34,0.32,0.19,0.27,0.43,0.89,0.65,0.57,0.49,0.57,0.15,0.19,0.96,0.52,0.54,0.87,0.61,0.55,1
